customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
030168a9,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,115.08,3984.48,No
9e3c7474,Male,0,Yes,No,71,No,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.51,5322.07,Yes
2a621dad,Female,1,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No,No internet service,Yes,No,Two year,No,Credit card (automatic),68.55,777.58,No
e33f5985,Male,0,No,Yes,20,No,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),40.0,2841.07,Yes
afaebdcb,Female,1,No,No,19,No,Yes,No,Yes,No,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,61.03,4152.59,No
16e8d945,Female,1,No,Yes,17,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,No,Credit card (automatic),46.22,5982.66,No
6330db9f,Male,1,No,No,46,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),40.02,5218.1,Yes
d06f338a,Male,1,No,Yes,28,Yes,No phone service,No,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,111.05,6276.56,Yes
f58b078c,Female,1,No,Yes,16,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Two year,No,Mailed check,111.29,1348.79,No
fd8c9aa5,Female,1,Yes,No,17,No,No phone service,DSL,Yes,No,No,Yes,No internet service,Yes,One year,Yes,Electronic check,41.44,3343.39,No
3c91eba6,Female,0,Yes,No,29,No,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,Two year,Yes,Credit card (automatic),21.0,6389.58,Yes
fc4196bb,Male,1,No,No,44,No,No,DSL,No internet service,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),78.58,5175.26,No
fc1d5e6b,Female,1,Yes,Yes,28,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),79.08,7403.64,No
82ef6a83,Female,1,No,Yes,60,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),119.85,7622.9,No
e7e23ea2,Male,0,Yes,No,54,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,Yes,Two year,No,Credit card (automatic),41.26,2530.43,Yes
c3996b05,Male,0,Yes,No,2,Yes,No phone service,No,Yes,No,No internet service,No,No,No,Two year,No,Bank transfer (automatic),40.61,5050.91,Yes
66da729a,Male,1,Yes,Yes,52,No,Yes,DSL,No,No,No,Yes,Yes,No internet service,One year,No,Credit card (automatic),32.31,3273.68,Yes
cdf208f0,Female,1,No,Yes,31,Yes,No,No,No internet service,Yes,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),84.93,5898.37,No
498b22a8,Male,1,No,Yes,18,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,Yes,Credit card (automatic),80.54,4635.03,No
9b17d6f8,Male,0,Yes,No,11,No,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,One year,No,Electronic check,95.97,303.83,No
51e0ebc9,Female,1,Yes,Yes,2,No,Yes,No,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,47.46,2888.29,No
7d38df17,Male,0,No,Yes,30,No,No phone service,No,Yes,No,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),94.75,6506.35,No
111aa2bf,Male,0,No,Yes,48,No,No phone service,No,Yes,Yes,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,101.14,6817.71,Yes
98e0fa91,Female,1,No,No,67,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.92,6594.03,Yes
54b48ea6,Female,1,Yes,No,33,No,No,Fiber optic,Yes,No,No internet service,No,No internet service,No,One year,Yes,Credit card (automatic),28.14,1929.87,Yes
a7289315,Female,0,No,Yes,18,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,Two year,No,Electronic check,90.46,7620.6,No
2e5cf406,Male,0,Yes,No,53,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),84.15,6813.75,Yes
b49a1d7a,Female,1,Yes,Yes,69,Yes,Yes,No,No,No,No,Yes,No internet service,No internet service,One year,No,Mailed check,90.97,2064.6,Yes
0ce9cbe0,Female,1,No,Yes,63,No,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,114.35,3435.04,Yes
1ed9689c,Male,0,No,Yes,62,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,23.02,1499.18,Yes
69341640,Male,1,Yes,No,71,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),23.03,1084.18,No
b4fce9bc,Male,1,No,Yes,22,Yes,Yes,No,No internet service,No internet service,Yes,No,No,No,Two year,Yes,Electronic check,72.01,3937.88,Yes
60e6a0f7,Male,1,No,Yes,12,No,Yes,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,93.72,1886.28,Yes
62a352f6,Male,1,Yes,Yes,8,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),53.72,7934.76,Yes
9a8e553f,Female,0,No,No,23,No,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.93,351.4,Yes
fb8d3bf7,Male,1,No,Yes,0,No,Yes,No,No internet service,No,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,89.9,4384.88,Yes
f6f30c9d,Male,1,Yes,No,58,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Mailed check,29.4,6489.4,No
69212bf1,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,56.73,44.23,No
48722ade,Male,0,Yes,No,65,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),49.1,2390.08,No
a1d15843,Female,0,Yes,Yes,41,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No,No internet service,One year,No,Mailed check,80.3,2661.56,Yes
df6b441d,Male,1,No,No,71,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,No internet service,Two year,No,Electronic check,108.44,6974.91,Yes
759f0a69,Female,0,Yes,No,56,No,No phone service,No,No,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,52.37,6181.81,No
7adab713,Male,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),103.51,5305.66,No
db63001e,Female,0,Yes,No,16,Yes,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No,One year,Yes,Electronic check,105.36,830.32,Yes
4ba92ada,Female,0,No,No,41,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),53.46,1502.28,No
cc6261a9,Male,1,Yes,No,24,Yes,Yes,DSL,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,32.64,3229.72,No
2ead13d0,Male,1,No,Yes,66,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,106.18,4860.31,No
8ff8ab40,Female,0,No,Yes,67,No,No,DSL,No internet service,Yes,No,Yes,No,Yes,Two year,No,Mailed check,20.93,4331.85,No
b06bc2ca,Female,0,Yes,Yes,45,No,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,24.12,213.22,Yes
1f5307d7,Female,1,No,Yes,39,Yes,No phone service,No,No,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,97.75,2834.39,No
2f95d772,Male,1,No,Yes,30,No,No,No,Yes,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Mailed check,76.52,7492.02,No
3b7984c2,Male,1,Yes,Yes,11,No,No,No,No internet service,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),115.34,1058.95,No
1767b9af,Female,1,No,No,27,No,No phone service,Fiber optic,No,No internet service,No,Yes,No,No,Two year,No,Bank transfer (automatic),28.2,446.68,Yes
311191a0,Male,0,Yes,Yes,39,Yes,No phone service,No,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),47.1,3316.23,No
d5065f25,Male,0,No,No,52,No,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),90.79,4136.24,No
fd2abe26,Male,0,Yes,No,7,Yes,No phone service,No,No,No internet service,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),30.63,243.27,No
e6859cd6,Female,1,No,No,39,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,No internet service,Two year,Yes,Electronic check,52.19,4548.69,Yes
b56159eb,Female,1,Yes,No,51,No,Yes,No,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),80.78,4522.55,Yes
38f761bf,Male,0,No,No,3,No,No,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.51,5450.32,Yes
f8520c54,Male,1,Yes,No,11,No,No phone service,No,No internet service,Yes,No internet service,No,No,No internet service,Two year,Yes,Mailed check,28.0,7918.26,No
1abf5f1f,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),97.95,5443.37,No
dacdc45b,Female,0,No,No,26,No,Yes,No,No,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),93.1,3666.9,Yes
8526ec82,Male,1,No,No,4,Yes,No,DSL,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),57.85,7576.54,Yes
c2c3ca9b,Male,0,Yes,Yes,57,No,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,No,Credit card (automatic),59.7,3460.77,No
cfae936f,Male,1,Yes,Yes,68,Yes,No,No,Yes,No internet service,Yes,No,No,No,One year,No,Credit card (automatic),30.17,249.0,No
fd509f01,Male,1,No,Yes,0,Yes,No phone service,No,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,52.98,7999.67,No
1486d75f,Female,0,No,No,56,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.15,1878.35,No
81958da4,Female,1,No,No,13,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),75.75,7315.0,No
4617385e,Female,0,Yes,No,37,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,52.1,5528.13,No
0c04c9cf,Male,1,Yes,Yes,25,No,Yes,No,No internet service,Yes,No internet service,No,No internet service,Yes,Two year,No,Electronic check,98.7,1026.36,No
13e7bfd7,Male,1,No,No,36,Yes,No,No,Yes,No internet service,No internet service,Yes,No,No,Two year,No,Bank transfer (automatic),105.7,3722.99,No
e09f5345,Male,0,No,Yes,10,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),43.86,7091.07,Yes
c4c73b84,Female,0,No,No,51,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),98.61,2660.29,No
3acb83d0,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),24.77,2203.36,No
575e5c80,Female,0,Yes,No,19,No,No,DSL,Yes,No internet service,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),83.53,1011.06,No
835a9529,Female,0,Yes,No,62,No,No phone service,No,No internet service,No internet service,Yes,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),40.26,549.03,Yes
fb2b51fe,Male,1,No,No,25,No,No phone service,DSL,No internet service,No internet service,No,No,Yes,No internet service,Two year,No,Electronic check,87.44,1680.16,No
56c4b4ab,Male,0,Yes,Yes,38,No,No,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,70.41,566.48,Yes
adae98d6,Female,1,Yes,Yes,33,Yes,No phone service,No,No,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),97.75,2751.43,Yes
21bda2a6,Female,0,No,No,66,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.95,2602.75,No
d4547377,Female,1,No,No,41,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),106.12,6872.58,No
1aa2874f,Female,0,No,Yes,35,No,No,No,No,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,97.68,3115.62,Yes
3f6800a6,Female,1,No,No,2,No,No,Fiber optic,Yes,Yes,No,Yes,No,No internet service,One year,No,Mailed check,89.33,7604.18,No
06172b3b,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),99.86,4349.47,Yes
7565a41c,Female,0,No,Yes,8,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),119.52,6569.96,Yes
d3f357a9,Female,0,No,Yes,20,Yes,No phone service,No,Yes,No,Yes,Yes,No,No internet service,One year,Yes,Credit card (automatic),101.91,4852.84,No
42001238,Female,1,No,Yes,23,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),37.77,4495.52,Yes
f14bea58,Male,0,Yes,No,32,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,40.29,4459.32,No
f5357973,Female,0,No,No,22,Yes,Yes,No,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,35.63,5061.39,No
bd820042,Male,1,Yes,No,56,No,No,DSL,No,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,94.61,293.36,Yes
784b9565,Male,0,No,Yes,59,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,One year,No,Electronic check,51.68,3976.19,No
b99cf117,Male,0,Yes,No,24,Yes,No,No,No internet service,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),109.04,106.14,No
bc4b9886,Female,1,No,No,60,Yes,Yes,No,No,No internet service,No,No,No,No,Two year,Yes,Electronic check,42.03,3785.87,No
69b0d6d5,Male,1,Yes,No,32,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,69.01,1829.41,No
82415146,Male,0,Yes,No,70,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),31.46,1895.22,No
ae3e56f1,Female,1,No,No,21,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),116.25,7224.46,Yes
a8aa2299,Male,0,Yes,Yes,3,No,Yes,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),93.26,4627.35,Yes
3c992b08,Male,1,No,No,69,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),70.1,1309.02,Yes
fadb4197,Female,1,No,No,20,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Credit card (automatic),44.35,737.82,Yes
8fecba59,Male,0,No,No,0,No,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,No,Two year,Yes,Electronic check,108.65,2489.16,No
65711b5d,Female,0,No,Yes,66,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),85.53,566.26,Yes
53aa9215,Male,1,Yes,No,1,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),113.58,90.83,No
39ef2013,Male,1,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No,No,Yes,One year,No,Credit card (automatic),54.18,6600.84,No
9d55886f,Male,1,No,No,3,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),49.98,6630.29,No
fb3f0a00,Female,1,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,114.18,1593.21,No
4668ceb9,Male,1,No,No,45,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),62.97,6105.48,No
2654f47c,Male,1,No,Yes,13,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,96.02,6332.04,No
84131768,Female,0,No,No,54,No,Yes,DSL,No internet service,No,Yes,No,No,No,Two year,No,Electronic check,92.12,2615.52,No
477593ef,Female,0,Yes,Yes,50,No,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),28.75,5060.68,No
ae4805d2,Female,0,No,No,0,No,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),58.56,3463.97,Yes
75292697,Male,1,No,No,3,No,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),94.04,1238.94,No
9c87e099,Male,1,No,No,25,No,No,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),33.97,4242.02,Yes
fbee71b9,Female,0,Yes,Yes,42,No,No,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.23,6383.42,Yes
e1248931,Male,0,No,Yes,59,Yes,No phone service,No,Yes,No internet service,No,No,No internet service,No,Two year,Yes,Electronic check,51.21,2956.95,No
a54bf98f,Female,1,Yes,No,60,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,59.07,3166.94,No
9bafe52f,Female,0,Yes,Yes,36,Yes,No phone service,No,Yes,Yes,No,No internet service,Yes,No,Two year,Yes,Credit card (automatic),111.38,261.31,No
72e8f569,Female,1,Yes,Yes,15,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,45.74,2136.98,Yes
bf9dc92a,Male,0,Yes,No,20,Yes,No phone service,No,Yes,Yes,No internet service,No,No internet service,No,One year,No,Mailed check,31.14,7634.34,Yes
ed658086,Female,0,No,No,41,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,No,One year,No,Electronic check,34.49,2440.59,Yes
8a27ad74,Female,0,Yes,No,16,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),36.88,3269.0,No
e859ae11,Female,0,No,No,26,No,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,56.37,7377.33,No
1538d762,Female,1,No,Yes,49,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Mailed check,46.7,395.93,No
bde6f03b,Female,1,No,No,56,No,No phone service,DSL,No,No internet service,No internet service,Yes,No,Yes,One year,No,Electronic check,36.57,3435.02,No
f4ac5567,Female,0,No,Yes,34,No,No,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.29,1996.74,Yes
5e5f5bf3,Male,1,No,No,62,Yes,Yes,No,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.03,2824.81,Yes
576ad2ed,Female,1,Yes,No,39,No,Yes,DSL,No internet service,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),51.75,7552.27,Yes
206fabb1,Female,0,Yes,No,30,Yes,No phone service,No,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,98.91,6942.18,Yes
6ccd53df,Male,0,No,No,5,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),47.02,4829.83,Yes
82bafca0,Male,0,Yes,No,10,No,No phone service,No,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,No,Mailed check,86.74,2284.48,No
8d466778,Female,1,Yes,Yes,0,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.91,4672.28,Yes
6a77e50b,Male,1,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,60.88,3007.03,Yes
4d80565f,Female,1,No,No,67,No,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Two year,No,Electronic check,74.75,116.12,Yes
c2b41549,Female,0,No,No,30,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),79.17,2805.92,No
54cc2d91,Female,1,Yes,No,66,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,No,One year,Yes,Electronic check,104.22,2460.88,Yes
b21387b0,Female,1,No,No,29,No,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,One year,No,Credit card (automatic),87.22,6744.52,Yes
befb37c4,Male,1,Yes,No,39,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),109.96,6953.29,No
ec28cf93,Female,1,No,Yes,13,No,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,Yes,Mailed check,98.88,3014.66,No
701040ac,Female,1,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),34.12,6088.69,No
5007d598,Male,1,Yes,No,50,No,No,No,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,73.04,144.63,No
060380be,Male,0,No,Yes,15,Yes,No phone service,DSL,No,No,Yes,No internet service,Yes,No,One year,No,Electronic check,115.89,7644.93,No
fe065da1,Female,1,No,Yes,19,No,No,No,No internet service,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),72.94,2443.39,No
c1be128d,Female,1,Yes,No,1,No,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.53,4612.4,No
72cba821,Female,0,No,Yes,36,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),88.78,3130.81,Yes
de36b98f,Female,1,No,Yes,19,No,No,Fiber optic,Yes,No,No internet service,Yes,No,No,One year,No,Credit card (automatic),58.14,5829.96,No
b77ed252,Female,0,No,Yes,9,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,101.69,7488.04,No
2e3ebfc8,Female,1,Yes,No,19,Yes,No phone service,DSL,Yes,Yes,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),59.49,415.79,No
539e0ad2,Female,1,No,No,20,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,93.71,2016.35,No
b7668bc5,Female,1,Yes,Yes,40,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),40.9,1892.11,No
b085c15c,Male,0,No,Yes,17,Yes,Yes,DSL,No internet service,No,No,No,No,No,Two year,Yes,Credit card (automatic),45.76,4463.76,No
d97f0b91,Male,1,No,Yes,14,No,Yes,DSL,No internet service,Yes,No internet service,No,Yes,Yes,One year,No,Mailed check,92.78,6096.75,No
4ce3d48f,Female,1,Yes,Yes,23,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),72.47,5311.57,No
df396593,Male,0,Yes,No,13,No,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Two year,No,Credit card (automatic),88.85,6167.86,No
d33d7f0a,Male,0,No,No,54,No,No phone service,No,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,68.41,6182.93,Yes
4a27518f,Female,1,Yes,No,58,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,76.28,3706.73,No
e1d7791a,Female,1,Yes,No,57,No,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,83.52,7327.7,No
e08be791,Male,0,No,Yes,19,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,110.46,4862.45,No
436159af,Male,1,No,No,18,No,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,Yes,Two year,No,Bank transfer (automatic),33.78,2776.24,No
5ec4ed7f,Female,1,No,Yes,68,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,79.0,7915.45,No
c6751d2e,Female,1,No,No,36,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),46.46,7160.38,No
b3531e2c,Female,1,No,Yes,22,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),81.3,7713.26,No
79a4c761,Female,0,Yes,Yes,25,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,45.11,4763.44,No
cd528fc7,Female,0,Yes,No,43,No,No phone service,DSL,No,No,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),95.48,571.45,Yes
8523223b,Female,1,Yes,No,27,Yes,No phone service,No,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.57,6665.4,No
721bdf68,Female,1,Yes,No,56,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),59.48,5938.66,Yes
ed4e4705,Female,1,No,No,66,No,No phone service,No,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),21.68,3539.77,No
7a16a38c,Female,0,No,No,53,No,No,DSL,No internet service,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),47.49,1908.49,No
1b625b1d,Female,0,Yes,No,15,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),38.94,859.94,Yes
eca6984c,Male,1,Yes,Yes,11,No,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,101.33,2073.35,Yes
645eddde,Female,1,No,No,32,No,Yes,No,Yes,Yes,Yes,No,No internet service,No,Two year,No,Electronic check,69.13,6902.03,Yes
bdd89168,Female,1,No,No,57,Yes,No,No,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,26.22,3084.0,No
f1051b6d,Female,0,No,Yes,54,No,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,113.26,2698.99,No
422115c2,Female,1,Yes,No,49,No,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,36.41,7470.37,No
29aec77b,Male,1,No,Yes,1,Yes,No,No,No,No,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),42.47,2165.58,No
2b9c0a6e,Male,1,Yes,No,63,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.68,4889.13,No
